	i	j	t
94980	293	324	1486
94981	15	210	4526
94982	72	129	4029
94983	133	284	1067
94984	36	45	1728
94985	43	132	2882
94986	18	237	4500
94987	104	201	5611
94988	2	53	988
94989	2	264	377
94990	140	275	2783
94991	108	201	1775
94992	53	264	7110
94993	8	249	3662
94994	114	185	1518
94995	72	129	4892
94996	72	132	2626
94997	91	276	4863
94998	37	91	5841
94999	15	210	573
95000	120	180	4456
95001	161	204	3878
95002	133	284	6181
95003	43	132	1267
95004	40	47	4323
95005	104	201	565
95006	2	53	1217
95007	2	264	5219
95008	140	275	5400
95009	105	263	3479
95010	21	241	1213
95011	46	218	5204
95012	53	264	6069
95013	8	249	1335
95014	114	185	3161
95015	120	180	134
95016	14	260	2305
95017	15	210	1914
95018	91	276	4542
95019	32	70	2295
95020	72	129	5649
95021	72	132	1164
95022	101	111	2848
95023	133	284	5965
95024	108	201	6327
95025	34	88	6491
95026	37	91	4539
95027	99	231	431
95028	43	132	4808
95029	104	201	1043
95030	2	53	5614
95031	140	275	3037
95032	141	172	2909
95033	108	201	6535
95034	97	270	6473
95035	114	185	5763
95036	15	210	981
95037	91	276	443
95038	8	249	366
95039	32	70	5280
95040	72	132	4240
95041	133	284	4524
95042	36	45	5020
95043	80	93	2876
95044	34	88	6772
95045	37	91	3605
95046	99	231	5823
95047	43	132	1657
95048	40	47	1512
95049	18	237	6310
95050	104	201	5515
95051	2	53	6449
95052	2	264	5963
95053	140	275	6706
95054	72	132	4405
95055	43	132	3260
95056	46	218	2421
95057	8	249	2793
95058	114	185	4571
95059	136	138	1845
95060	91	276	2396
95061	21	241	567
95062	133	284	6838
95063	36	45	6546
95064	37	91	4873
95065	99	231	1630
95066	88	178	2843
95067	40	47	4411
95068	18	237	158
95069	104	201	1585
95070	2	53	6353
95071	2	264	2376
95072	140	275	944
95073	4	289	2018
95074	239	268	2590
95075	97	270	1744
95076	114	185	2395
95077	72	132	1311
95078	43	132	4913
95079	8	249	301
95080	80	93	1028
95081	99	231	2895
95082	88	178	2873
95083	40	47	2469
95084	18	237	2736
95085	104	201	3529
95086	2	53	5194
95087	2	264	1649
95088	140	275	4335
95089	4	289	107
95090	46	218	6336
95091	6	8	1101
95092	6	289	307
95093	97	270	3179
95094	114	185	1236
95095	72	132	5958
95096	43	132	2022
95097	8	249	6285
95098	32	70	2158
95099	133	284	753
95100	37	91	3176
95101	99	231	2913
95102	88	178	2824
95103	40	47	4308
95104	18	237	3160
95105	104	201	4399
95106	2	53	1235
95107	2	264	5348
95108	140	275	770
95109	4	289	2189
95110	46	218	1526
95111	6	249	1980
95112	6	93	4510
95113	97	270	6390
95114	91	276	906
95115	72	132	2701
95116	43	132	80
95117	8	249	6866
95118	32	70	2343
95119	72	129	783
95120	310	312	6453
95121	37	91	4511
95122	88	178	1480
95123	99	231	1856
95124	40	47	1348
95125	104	201	238
95126	2	53	3361
95127	2	264	2855
95128	140	275	6489
95129	72	132	376
95130	43	132	1926
95131	46	218	1972
95132	97	270	768
95133	120	180	4250
95134	108	201	665
95135	91	276	4454
95136	8	249	4364
95137	72	129	5081
95138	127	264	6110
95139	32	81	1885
95140	310	312	1303
95141	37	91	938
95142	88	178	932
95143	99	231	1167
95144	40	47	4726
95145	104	201	378
95146	2	264	6064
95147	140	275	3093
95148	4	289	5855
95149	158	240	4225
95150	239	268	4276
95151	114	268	2461
95152	108	201	598
95153	101	111	2711
95154	97	270	1634
95155	114	185	156
95156	91	276	3408
95157	37	91	3667
95158	72	132	1889
95159	43	132	493
95160	8	249	2166
95161	120	180	4306
95162	133	284	2568
95163	310	312	5852
95164	127	264	542
95165	32	81	1002
95166	88	178	4260
95167	99	231	2461
95168	40	47	1972
95169	104	201	4241
95170	2	53	4194
95171	140	275	2889
95172	239	268	5289
95173	114	268	6694
95174	46	218	2244
95175	8	249	1044
95176	114	185	1275
95177	177	272	507
95178	120	180	6372
95179	72	132	2107
95180	43	132	1061
95181	72	129	4798
95182	108	201	2677
95183	127	264	6286
95184	32	81	6178
95185	37	91	5610
95186	99	231	57
95187	88	178	6990
95188	40	47	4168
95189	186	212	4544
95190	104	201	1841
95191	2	53	4999
95192	44	50	6700
95193	140	275	1796
95194	72	132	2324
95195	43	132	5858
95196	114	268	6243
95197	46	218	4564
95198	212	219	5988
95199	142	278	859
95200	53	264	4108
95201	8	249	6182
95202	114	185	6354
95203	3	207	4487
95204	72	129	4351
95205	108	201	2225
95206	321	325	4176
95207	15	210	3369
95208	91	276	6880
95209	293	306	2778
95210	293	294	2909
95211	35	123	2391
95212	32	81	4170
95213	310	312	2042
95214	36	45	1943
95215	37	91	3017
95216	99	231	1029
95217	88	178	2894
95218	40	47	2623
95219	104	201	4548
95220	2	264	7308
95221	3	207	1293
95222	140	275	2363
95223	239	268	1019
95224	46	218	3597
95225	53	264	6138
95226	8	249	3028
95227	114	185	1703
95228	313	314	4694
95229	321	325	2681
95230	14	260	5626
95231	15	210	576
95232	147	216	2035
95233	293	306	6835
95234	293	294	4509
95235	72	129	783
95236	72	132	907
95237	168	283	1657
95238	108	201	1284
95239	32	81	4741
95240	37	91	6534
95241	43	132	4138
95242	40	47	4827
95243	104	201	26
95244	2	264	3751
95245	140	275	1011
95246	239	268	7044
95247	21	241	6217
95248	114	268	4899
95249	108	201	5962
95250	6	93	6651
95251	53	264	3106
95252	8	249	1189
95253	114	185	440
95254	90	192	3078
95255	293	306	7001
95256	293	294	731
95257	72	129	5
95258	168	283	2595
95259	32	81	647
95260	37	91	4171
95261	81	104	3795
95262	2	53	4502
95263	2	264	2741
95264	140	275	1366
95265	141	172	1434
95266	239	268	4147
95267	108	201	2949
95268	6	93	1260
95269	8	249	6234
95270	114	185	5185
95271	37	91	3014
95272	14	260	5802
95273	120	180	1660
95274	293	294	705
95275	72	129	2696
95276	168	283	187
95277	34	245	5270
95278	32	81	111
95279	33	200	6868
95280	40	47	1661
95281	104	201	1810
95282	2	264	2933
95283	44	50	2650
95284	140	275	959
95285	108	201	4287
95286	6	93	2009
95287	8	249	3518
95288	90	192	5063
95289	120	180	4717
95290	27	158	4571
95291	72	129	7064
95292	32	81	2001
95293	33	200	6103
95294	36	45	3608
95295	99	231	6650
95296	104	201	1026
95297	2	264	3975
95298	140	275	3956
95299	4	289	2262
95300	8	249	6159
95301	114	185	1144
95302	91	276	4307
95303	37	91	2692
95304	120	180	700
95305	293	294	7002
95306	72	129	2860
95307	127	264	437
95308	99	231	6737
95309	88	178	6420
95310	104	201	3485
95311	2	53	2617
95312	2	264	6904
95313	3	207	4255
95314	140	275	6108
95315	141	172	2650
95316	108	201	549
95317	10	143	2700
95318	313	314	4556
95319	15	210	684
95320	91	276	2698
95321	120	180	1694
95322	293	294	3578
95323	35	123	3596
95324	127	264	4554
95325	37	91	2615
95326	99	231	3558
95327	88	178	6026
95328	40	47	6613
95329	2	264	952
95330	3	207	2892
95331	140	275	2227
95332	141	172	5054
95333	4	289	1846
95334	108	201	1718
95335	8	93	6831
95336	8	249	1882
95337	313	314	2966
95338	120	180	182
95339	37	91	442
95340	293	294	1060
95341	168	283	4517
95342	34	88	4834
95343	99	231	386
95344	88	178	6353
95345	40	47	1426
95346	104	201	6619
95347	2	53	3576
95348	2	264	6278
95349	44	50	4803
95350	140	275	6639
95351	239	268	1170
95352	108	201	2228
95353	8	249	3460
95354	8	93	5481
95355	10	143	4680
95356	11	271	5311
95357	313	314	6595
95358	90	192	4595
95359	91	276	874
95360	37	91	6694
95361	321	325	4816
95362	15	210	2712
95363	120	180	6047
95364	93	249	1271
95365	72	129	2529
95366	168	283	1655
95367	99	231	5007
95368	88	178	6293
95369	40	47	7262
95370	104	201	2384
95371	313	314	6250
95372	140	275	1268
95373	147	216	5605
95374	239	268	7183
95375	6	249	4781
95376	6	93	6026
95377	4	289	372
95378	8	249	5868
95379	37	91	6165
95380	15	210	3782
95381	60	179	6266
95382	72	129	4898
95383	120	180	1075
95384	80	93	6750
95385	99	231	1067
95386	88	178	2384
95387	40	47	4545
95388	104	201	2559
95389	313	314	1447
95390	140	275	7358
95391	147	216	242
95392	239	268	1644
95393	108	201	5261
95394	8	249	592
95395	8	144	450
95396	321	325	2269
95397	72	129	2992
95398	37	91	3537
95399	88	178	2275
95400	104	201	760
95401	2	53	6436
95402	2	264	526
95403	313	314	6846
95404	140	275	6930
95405	141	172	2536
95406	147	216	6146
95407	239	268	3897
95408	108	201	2520
95409	8	249	4838
95410	114	185	1120
95411	250	275	3123
95412	15	210	2255
95413	293	294	5970
95414	72	129	4503
95415	107	184	4425
95416	37	91	1206
95417	99	231	6036
95418	88	178	2152
95419	40	47	1698
95420	104	201	6278
95421	2	53	4326
95422	313	314	2867
95423	140	275	6152
95424	239	268	1209
95425	108	201	2001
95426	8	249	5635
95427	114	185	3756
95428	321	325	6034
95429	60	179	3945
95430	301	322	737
95431	305	313	6368
95432	293	294	6264
95433	72	129	1269
95434	107	184	2035
95435	32	81	6354
95436	37	91	4671
95437	88	178	1506
95438	40	47	991
95439	104	201	2477
95440	2	53	3667
95441	313	314	4788
95442	140	275	2763
95443	239	268	586
95444	108	201	2908
95445	8	249	4262
95446	114	185	6244
95447	321	325	5834
95448	91	276	2615
95449	291	310	4685
95450	293	294	3634
95451	72	129	1827
95452	32	81	3557
95453	37	91	490
95454	60	179	2920
95455	40	47	1911
95456	104	201	6674
95457	313	314	2223
95458	140	275	6085
95459	239	268	5126
95460	8	249	3003
95461	115	172	1383
95462	250	275	1636
95463	91	276	4560
95464	321	325	5067
95465	120	180	6618
95466	293	294	6073
95467	72	129	1158
95468	168	283	2914
95469	32	81	1803
95470	88	178	3239
95471	40	47	5922
95472	104	201	371
95473	140	275	309
95474	239	268	4949
95475	6	93	506
95476	6	249	1611
95477	8	249	366
95478	250	275	1997
95479	321	325	1627
95480	91	276	2941
95481	293	306	5853
95482	93	249	4545
95483	72	129	914
95484	168	283	4663
95485	32	81	3317
95486	37	91	1371
95487	301	322	3239
95488	40	47	4539
95489	104	201	4823
95490	140	275	2032
95491	141	172	5378
95492	239	268	5526
95493	108	201	1587
95494	6	249	917
95495	8	249	727
95496	90	192	3018
95497	91	276	2079
95498	321	325	6433
95499	120	180	6462
95500	32	81	840
95501	72	129	3498
95502	299	315	1255
95503	34	88	1059
95504	40	174	3208
95505	40	47	6490
95506	104	201	1943
95507	140	275	4559
95508	141	181	6691
95509	239	268	4855
95510	299	315	298
95511	8	249	1782
95512	250	275	2856
95513	91	276	1092
95514	37	91	692
95515	321	325	593
95516	15	210	4724
95517	120	180	2310
95518	32	81	143
95519	293	294	1645
95520	72	129	2633
95521	34	88	3039
95522	36	45	3211
95523	40	174	33
95524	104	201	5439
95525	140	275	6085
95526	141	181	3379
95527	239	268	2154
95528	89	268	2935
95529	8	249	917
95530	37	91	2236
95531	321	325	3180
95532	120	180	4676
95533	293	294	1043
95534	72	129	6121
95535	80	93	5911
95536	34	88	2079
95537	4	289	2221
95538	99	231	3656
95539	301	322	5353
95540	104	201	4835
95541	313	314	2772
95542	140	275	1895
95543	141	181	5726
95544	147	216	3489
95545	239	268	2959
95546	89	268	4351
95547	46	218	4258
95548	142	278	549
95549	8	249	227
95550	33	200	2402
95551	250	275	4970
95552	108	201	6379
95553	321	325	590
95554	293	294	4220
95555	72	129	6590
95556	80	93	2409
95557	32	81	2841
95558	34	88	1788
95559	310	312	4944
95560	37	91	1547
95561	99	231	354
95562	301	322	4522
95563	186	212	4867
95564	104	201	2930
95565	140	275	3156
95566	141	181	6834
95567	141	172	3527
95568	147	216	1636
95569	199	240	4301
95570	239	268	3940
95571	108	201	1031
95572	8	249	1193
95573	33	200	2899
95574	72	129	4495
95575	91	276	4845
95576	37	91	1753
95577	321	325	2535
95578	14	260	6066
95579	22	64	1254
95580	32	70	6714
95581	22	250	1627
95582	120	180	6104
95583	34	88	5676
95584	301	322	1393
95585	104	201	4454
95586	2	264	1331
95587	140	275	4517
95588	141	181	2925
95589	147	216	6070
95590	34	245	2338
95591	239	268	5449
95592	114	268	5488
95593	46	218	4780
95594	302	323	3418
95595	8	249	4499
95596	114	185	4396
95597	72	129	3816
95598	108	201	2605
95599	321	325	1131
95600	91	276	740
95601	22	64	2738
95602	293	294	5548
95603	22	250	3281
95604	36	45	1466
95605	32	70	1109
95606	301	322	6145
95607	34	88	4486
95608	99	231	4760
95609	88	178	7043
95610	104	201	214
95611	2	53	3953
95612	313	314	480
95613	140	275	344
95614	141	181	3962
95615	141	172	3856
95616	239	268	1984
95617	34	245	6150
95618	108	201	6720
95619	8	249	5633
95620	114	185	6495
95621	250	275	7186
95622	139	162	3191
95623	321	325	1035
95624	120	180	3406
95625	72	129	1720
95626	34	88	3170
95627	301	322	4520
95628	104	201	3257
95629	313	314	3218
95630	140	275	4770
95631	141	172	197
95632	239	268	2607
95633	21	241	4522
95634	114	268	6524
95635	108	201	2733
95636	8	249	5623
95637	72	129	1598
95638	321	325	2528
95639	250	275	3590
95640	293	294	7125
95641	23	286	1621
95642	123	281	2908
95643	99	228	3838
95644	35	123	2047
95645	32	70	1399
95646	37	91	5226
95647	140	275	3996
95648	141	172	2572
95649	239	268	326
95650	21	241	5507
95651	114	268	1256
95652	46	218	6346
95653	52	176	2217
95654	8	249	436
95655	8	144	6115
95656	250	275	4617
95657	91	276	1781
95658	32	70	3778
95659	99	228	154
95660	72	129	1020
95661	108	201	3464
95662	34	245	6263
95663	99	231	493
95664	43	132	1390
95665	104	201	1032
95666	2	264	98
95667	140	275	4847
95668	141	172	6134
95669	239	268	1668
95670	21	241	2644
95671	52	176	3322
95672	11	271	2581
95673	250	275	1099
95674	35	123	6113
95675	43	132	5775
95676	321	325	1289
95677	118	154	4530
95678	91	276	5975
95679	123	281	42
95680	99	228	3523
95681	72	129	5913
95682	77	91	4680
95683	77	267	1290
95684	127	264	3496
95685	301	322	3262
95686	104	201	6528
95687	2	264	6291
95688	140	275	1578
95689	147	216	1914
95690	34	245	5130
95691	239	268	550
95692	114	268	2880
95693	108	201	7236
95694	8	249	3445
95695	8	144	4511
95696	11	271	337
95697	72	129	3989
95698	90	192	3498
95699	91	276	3060
95700	77	91	4024
95701	321	325	5869
95702	118	154	3756
95703	15	210	2946
95704	250	275	1108
95705	293	294	1112
95706	99	228	450
95707	120	180	7341
95708	127	264	1507
95709	35	177	743
95710	203	265	40
95711	301	322	6694
95712	104	201	4535
95713	140	275	4550
95714	141	172	1871
95715	239	268	2778
95716	114	268	5950
95717	108	201	1335
95718	210	220	1939
95719	8	249	298
95720	8	144	360
95721	10	143	45
95722	11	271	2765
95723	250	275	5377
95724	68	192	6341
95725	321	325	157
95726	118	154	6335
95727	15	210	5976
95728	96	215	561
95729	147	216	2976
95730	293	294	1311
95731	123	281	5441
95732	99	228	5432
95733	72	129	3031
95734	203	265	3023
95735	120	180	4269
95736	77	267	2620
95737	127	264	3765
95738	60	179	2921
95739	32	70	698
95740	48	96	525
95741	104	201	2000
95742	2	264	2840
95743	140	275	2256
95744	96	215	5616
95745	147	216	1838
95746	239	268	2115
95747	108	201	143
95748	293	315	1654
95749	210	220	6172
95750	8	249	2179
95751	11	271	4879
95752	250	275	574
95753	321	325	4541
95754	293	294	2479
95755	72	129	406
95756	203	265	3498
95757	77	267	1172
95758	310	312	1422
95759	127	264	2195
95760	32	70	3631
95761	34	88	2373
95762	99	231	2984
95763	51	139	6146
95764	140	275	525
95765	141	172	1837
95766	239	268	5059
95767	21	241	1289
95768	108	201	1286
95769	210	220	2033
95770	8	249	818
95771	114	185	5809
95772	96	215	6700
95773	321	325	707
95774	118	154	3037
95775	91	276	1246
95776	32	70	5004
95777	72	129	3660
95778	107	184	5020
95779	77	267	2893
95780	127	264	4895
95781	32	81	402
95782	128	258	5914
95783	88	178	6084
95784	104	201	1024
95785	2	264	1517
95786	313	314	92
95787	140	275	4482
95788	96	215	5257
95789	239	268	4583
95790	21	241	3197
95791	114	268	3332
95792	108	201	78
95793	53	86	4354
95794	8	249	3471
95795	114	185	5940
95796	204	246	5895
95797	174	274	1678
95798	321	325	32
95799	118	154	6652
95800	91	276	1314
95801	291	310	5093
95802	32	70	6310
95803	72	129	4827
95804	203	265	2712
95805	107	184	3461
95806	77	267	2014
95807	310	312	6558
95808	34	245	1663
95809	127	264	6353
95810	88	178	5259
95811	60	267	1398
95812	104	201	6652
95813	3	35	375
95814	140	275	3827
95815	141	172	910
95816	239	268	6258
95817	21	241	1895
95818	108	201	670
95819	8	249	3881
95820	114	185	1651
95821	72	129	145
95822	204	246	7297
95823	321	325	4507
95824	14	260	3649
95825	15	210	4528
95826	91	276	2532
95827	291	310	2741
95828	293	306	1140
95829	293	294	550
95830	32	70	2525
95831	77	267	1336
95832	133	284	4499
95833	127	264	3996
95834	32	81	2658
95835	34	88	452
95836	203	265	6628
95837	88	178	1514
95838	104	201	3244
95839	3	35	6326
95840	140	275	5048
95841	147	216	1109
95842	10	143	2896
95843	239	268	5902
95844	108	201	1980
95845	8	249	3528
95846	114	185	1978
95847	72	129	1252
95848	321	325	6368
95849	51	162	5477
95850	14	260	1562
95851	91	276	4211
95852	291	310	3509
95853	293	306	2742
95854	293	294	2723
95855	107	184	2786
95856	133	284	2076
95857	127	264	6326
95858	88	178	5389
95859	104	201	2914
95860	140	275	1499
95861	239	268	4814
95862	21	241	2030
95863	8	249	5434
95864	321	325	984
95865	14	260	4239
95866	147	216	479
95867	91	276	3044
95868	291	310	6097
95869	293	294	3502
95870	99	228	3902
95871	72	129	1477
95872	77	91	503
95873	77	267	2429
95874	133	284	2993
95875	127	264	347
95876	301	322	4713
95877	88	178	570
95878	104	201	6499
95879	2	264	3611
95880	140	275	5934
95881	141	172	2530
95882	239	268	1923
95883	21	241	3585
95884	114	268	1974
95885	108	201	1227
95886	210	220	2339
95887	60	179	5634
95888	321	325	5551
95889	51	162	6995
95890	14	260	5374
95891	15	210	6374
95892	91	276	6839
95893	291	310	2094
95894	147	216	5370
95895	8	249	231
95896	293	294	593
95897	99	228	2807
95898	72	129	6652
95899	77	91	4752
95900	133	284	4751
95901	127	264	6619
95902	301	322	1230
95903	88	178	3112
95904	104	201	2791
95905	2	53	4575
95906	2	264	1935
95907	140	275	756
95908	141	172	3135
95909	239	268	3236
95910	114	268	4613
95911	108	201	9
95912	212	219	725
95913	210	220	3238
95914	60	179	99
95915	48	246	1633
95916	51	162	265
95917	14	260	83
95918	147	216	1921
95919	91	276	4263
95920	8	249	3091
95921	293	294	4921
95922	99	228	5997
95923	72	129	176
95924	133	284	6175
95925	127	264	3248
95926	301	322	2003
95927	48	215	6802
95928	99	231	2904
95929	88	178	127
95930	186	212	1094
95931	104	201	6419
95932	2	264	5459
95933	140	275	3852
95934	115	141	4729
95935	147	216	6440
95936	21	241	128
95937	239	268	6717
95938	108	201	2939
95939	212	219	2844
95940	210	220	1334
95941	8	249	4246
95942	114	185	1037
95943	321	325	3253
95944	14	260	5410
95945	15	210	3106
95946	91	276	4404
95947	118	154	1439
95948	72	129	2816
95949	133	284	4997
95950	127	264	7235
95951	301	322	1280
95952	88	178	951
95953	80	93	6369
95954	104	201	6147
95955	140	275	1943
95956	141	181	5482
95957	239	268	6298
95958	199	240	1788
95959	108	201	3234
95960	52	176	1933
95961	210	220	6647
95962	101	111	5262
95963	8	249	4455
95964	114	185	5894
95965	120	180	3783
95966	321	325	6621
95967	118	154	4622
95968	91	276	701
95969	25	73	5596
95970	72	129	4327
95971	133	284	2902
95972	90	164	6189
95973	36	45	1274
95974	301	322	6111
95975	14	260	6460
95976	88	178	2012
95977	104	201	414
95978	2	264	1577
95979	140	275	935
95980	115	141	3186
95981	105	263	297
95982	239	268	2776
95983	46	218	2523
95984	52	176	2824
95985	8	249	751
95986	120	180	2882
95987	321	325	6177
95988	14	260	6248
95989	147	216	1776
95990	91	276	4825
95991	72	129	6451
95992	33	120	4197
95993	133	284	6554
95994	108	201	2019
95995	90	164	5273
95996	88	178	4773
95997	104	201	1355
95998	2	53	6052
95999	2	264	2713
96000	140	275	3169
96001	141	181	2489
96002	147	216	2825
96003	21	241	4808
96004	239	268	5485
96005	114	268	1188
96006	46	218	1084
96007	52	176	1543
96008	8	249	1960
96009	114	185	3345
96010	120	180	6122
96011	321	325	7131
96012	14	260	4629
96013	15	210	6842
96014	91	276	6162
96015	293	306	969
96016	118	154	6446
96017	72	129	5065
96018	133	284	2679
96019	90	164	5158
96020	80	93	6079
96021	33	200	1038
96022	202	257	2999
96023	88	178	5778
96024	104	201	6427
96025	2	53	642
96026	2	264	3520
96027	140	275	1336
96028	141	172	6174
96029	239	268	3179
96030	199	240	6607
96031	21	241	4494
96032	46	218	2620
96033	6	93	410
96034	142	278	5286
96035	52	176	3987
96036	210	220	6432
96037	8	249	2571
96038	250	275	6884
96039	120	180	5850
96040	108	201	1800
96041	321	325	1756
96042	15	210	6667
96043	91	276	4002
96044	67	236	2113
96045	147	216	6708
96046	293	306	2417
96047	293	294	2480
96048	72	129	6980
96049	77	267	5793
96050	133	284	934
96051	127	264	2893
96052	128	258	6600
96053	310	312	2789
96054	99	231	6148
